LOAN_ID,CUSTOMER_ID,LOAN_AMOUNT,LOAN_TYPE,RATE_OF_INTEREST,EMI,TERM_MONTHS,LOAN_STATUS,ISSUE_DATE
LOAN20561,CUST10732,1375235,Personal,13,35239.23,51,Active,2025-06-07 00:00:00.000
LOAN21616,CUST10727,568230,Personal,14,13376.91,59,Active,2024-04-28 00:00:00.000
LOAN21504,CUST10809,2648349,Asset,8,75647.59,40,Active,2024-12-17 00:00:00.000
LOAN20201,CUST10198,2487638,Business,14,70189.51,46,Active,2024-06-14 00:00:00.000
LOAN20781,CUST10589,1154479,Personal,13,39809.02,35,Closed,2023-06-23 00:00:00.000
LOAN21882,CUST10082,383474,Business,14,12550.9,38,Active,2024-08-12 00:00:00.000
LOAN21687,CUST10762,972175,Education,15,32978.8,37,Active,2025-01-11 00:00:00.000
LOAN21691,CUST10516,2652521,Asset,10,122400.39,24,Active,2021-06-18 00:00:00.000
LOAN20719,CUST10690,364394,Personal,13,16716.88,25,Active,2022-02-22 00:00:00.000
LOAN21028,CUST10112,1186682,Asset,8,34655.31,39,Active,2022-10-12 00:00:00.000
LOAN21961,CUST10077,1310540,Asset,9,47537.9,31,Active,2024-01-18 00:00:00.000
LOAN20481,CUST10324,268145,Asset,10,11131.58,27,Active,2023-05-03 00:00:00.000
LOAN21640,CUST10774,1061179,Asset,9,26874.7,47,Active,2023-08-04 00:00:00.000
LOAN21843,CUST10068,2698984,Asset,10,91486.1,34,Active,2025-01-22 00:00:00.000
LOAN20907,CUST10447,911552,Personal,12,24004.66,48,Active,2023-12-19 00:00:00.000
LOAN21194,CUST10657,205786,Business,13,5802.15,45,Closed,2021-06-05 00:00:00.000
LOAN21897,CUST10886,1667045,Asset,8,43002.12,45,Active,2025-06-02 00:00:00.000
LOAN21487,CUST10821,2825194,Education,13,134314.87,24,Active,2022-12-11 00:00:00.000
LOAN20267,CUST10278,2154058,Education,14,83207.04,31,Active,2025-06-03 00:00:00.000
LOAN20151,CUST10997,1295455,Business,12,56830.16,26,Active,2024-09-29 00:00:00.000
LOAN20693,CUST10886,2555326,Business,14,64918.2,53,Active,2022-04-20 00:00:00.000
LOAN20468,CUST10836,829423,Business,15,25978.05,41,Active,2023-07-11 00:00:00.000
LOAN20299,CUST10240,961872,Asset,8,22684.94,50,Active,2021-12-02 00:00:00.000
LOAN21281,CUST10568,1621348,Education,15,40941.39,55,Active,2022-11-06 00:00:00.000
LOAN20665,CUST10609,2387780,Business,13,57852.8,55,Active,2024-11-25 00:00:00.000
LOAN21941,CUST10662,652319,Asset,9,28712.8,25,Closed,2021-09-29 00:00:00.000
LOAN20597,CUST10106,2087188,Personal,13,95751.5,25,Active,2022-08-25 00:00:00.000
LOAN20521,CUST10814,1576820,Education,14,37566.59,58,Active,2024-11-21 00:00:00.000
LOAN21345,CUST10267,820739,Personal,14,36778.59,26,Active,2023-01-16 00:00:00.000
LOAN20149,CUST10785,738322,Personal,15,24526.93,38,Closed,2024-02-15 00:00:00.000
LOAN20447,CUST10503,118494,Asset,10,4919.08,27,Active,2025-04-14 00:00:00.000
LOAN20033,CUST10509,680492,Business,14,20587.09,42,Closed,2025-04-14 00:00:00.000
LOAN21554,CUST10370,2755740,Business,13,65894.77,56,Active,2023-07-29 00:00:00.000
LOAN20280,CUST10534,229730,Education,15,5801.02,55,Active,2023-07-22 00:00:00.000
LOAN21153,CUST10586,2990750,Personal,14,115526.81,31,Active,2024-10-12 00:00:00.000
LOAN21461,CUST10641,1964008,Asset,9,43711.05,55,Active,2022-08-03 00:00:00.000
LOAN20461,CUST10744,91109,Asset,8,1954.85,56,Active,2021-12-25 00:00:00.000
LOAN20827,CUST10427,2823705,Asset,9,65778.28,52,Active,2024-12-04 00:00:00.000
LOAN21450,CUST10587,2918903,Asset,9,100178.15,33,Active,2023-01-13 00:00:00.000
LOAN21036,CUST10225,1388178,Business,12,32494.81,56,Active,2023-09-14 00:00:00.000
LOAN21891,CUST10159,2622795,Business,15,115053.54,27,Active,2021-07-01 00:00:00.000
LOAN21160,CUST10253,2909822,Asset,10,110024.47,30,Active,2022-01-31 00:00:00.000
LOAN21056,CUST10039,1613913,Personal,12,41824.13,49,Closed,2023-06-09 00:00:00.000
LOAN21643,CUST10170,544491,Education,14,14879.02,48,Active,2025-05-15 00:00:00.000
LOAN21940,CUST10883,1807728,Education,14,78437.29,27,Active,2021-11-05 00:00:00.000
LOAN20135,CUST10177,863415,Personal,13,19882.34,59,Active,2024-06-11 00:00:00.000
LOAN20258,CUST10587,795590,Personal,15,37251.49,25,Active,2025-06-01 00:00:00.000
LOAN20703,CUST10215,1694401,Education,12,65654.84,30,Active,2024-09-13 00:00:00.000
LOAN20279,CUST10653,2397618,Asset,10,57900.41,51,Active,2023-06-23 00:00:00.000
LOAN20025,CUST10755,2099480,Asset,8,57477.41,42,Closed,2021-11-21 00:00:00.000
LOAN21677,CUST10876,398765,Asset,10,11522.01,41,Active,2024-01-18 00:00:00.000
LOAN20927,CUST10305,935148,Personal,15,29851.25,40,Active,2024-01-03 00:00:00.000
LOAN21871,CUST10325,464883,Asset,8,13889.25,38,Active,2024-02-09 00:00:00.000
LOAN21334,CUST10055,2216685,Personal,14,90536.66,29,Active,2023-10-02 00:00:00.000
LOAN20061,CUST10717,208834,Business,13,6335.26,41,Active,2022-09-26 00:00:00.000
LOAN21262,CUST10940,549258,Education,13,16993.9,40,Active,2023-03-19 00:00:00.000
LOAN21709,CUST10331,1660365,Asset,8,43665.06,44,Active,2022-12-23 00:00:00.000
LOAN20100,CUST10919,2743108,Personal,15,66775.55,58,Active,2021-11-10 00:00:00.000
LOAN20651,CUST10563,104237,Personal,14,3096.62,43,Active,2023-06-07 00:00:00.000
LOAN20623,CUST10268,2931774,Personal,12,69560.36,55,Active,2024-11-02 00:00:00.000
LOAN20900,CUST10319,1127119,Business,13,26275.2,58,Active,2022-10-29 00:00:00.000
LOAN20869,CUST10580,1372384,Education,14,57737.22,28,Closed,2022-04-13 00:00:00.000
LOAN20897,CUST10731,1227341,Business,15,48000.59,31,Closed,2023-03-14 00:00:00.000
LOAN20724,CUST10213,143500,Asset,9,2978.82,60,Active,2024-12-17 00:00:00.000
LOAN20645,CUST10850,365689,Asset,9,9980.89,43,Active,2022-08-01 00:00:00.000
LOAN20559,CUST10185,742340,Education,15,19238.87,53,Active,2022-08-09 00:00:00.000
LOAN20428,CUST10022,2616442,Asset,10,88688.21,34,Active,2023-03-17 00:00:00.000
LOAN20708,CUST10997,1260532,Asset,9,26166.57,60,Closed,2024-12-02 00:00:00.000
LOAN21992,CUST10731,2513879,Asset,9,56786.96,54,Active,2021-12-03 00:00:00.000
LOAN21810,CUST10481,2579666,Education,14,79521.3,41,Active,2024-02-02 00:00:00.000
LOAN21619,CUST10415,2456075,Business,14,106569.05,27,Active,2024-07-18 00:00:00.000
LOAN20108,CUST10021,962495,Asset,9,21742.16,54,Active,2022-08-30 00:00:00.000
LOAN21409,CUST10073,1631538,Asset,9,36311.58,55,Active,2025-03-13 00:00:00.000
LOAN20912,CUST10208,2950395,Personal,14,113967.98,31,Active,2022-11-03 00:00:00.000
LOAN21899,CUST10978,2044503,Education,13,53994.55,49,Active,2024-11-19 00:00:00.000
LOAN20872,CUST10981,2161100,Personal,14,63075.96,44,Active,2024-08-07 00:00:00.000
LOAN20269,CUST10359,1810620,Personal,15,46311.32,54,Active,2023-07-15 00:00:00.000
LOAN20881,CUST10432,895953,Business,12,22180.24,52,Active,2024-02-17 00:00:00.000
LOAN21777,CUST10796,64689,Personal,13,1567.33,55,Closed,2021-08-31 00:00:00.000
LOAN21377,CUST10986,1212136,Personal,15,45052.51,33,Closed,2023-05-09 00:00:00.000
LOAN20003,CUST10706,1421050,Personal,13,33545.87,57,Active,2023-10-14 00:00:00.000
LOAN21072,CUST10209,1725176,Education,13,41798.77,55,Active,2021-09-02 00:00:00.000
LOAN20408,CUST10589,75993,Asset,8,2984.23,28,Active,2021-11-15 00:00:00.000
LOAN21208,CUST10003,821820,Education,13,36438.47,26,Closed,2023-04-08 00:00:00.000
LOAN20614,CUST10671,207990,Education,15,6770.83,39,Active,2023-02-23 00:00:00.000
LOAN20905,CUST10203,2030459,Personal,15,70386.53,36,Active,2024-03-21 00:00:00.000
LOAN20411,CUST10349,186213,Education,15,4959.92,51,Closed,2022-03-03 00:00:00.000
LOAN20691,CUST10941,2068202,Education,13,71316.23,35,Closed,2023-02-24 00:00:00.000
LOAN20674,CUST10246,1719892,Personal,15,41867.38,58,Active,2024-06-25 00:00:00.000
LOAN21727,CUST10395,2403088,Asset,9,56878.39,51,Closed,2022-03-19 00:00:00.000
LOAN20742,CUST10541,1443342,Education,13,58264.12,29,Active,2024-06-20 00:00:00.000
LOAN21831,CUST10790,2876502,Personal,15,72635.85,55,Active,2024-04-22 00:00:00.000
LOAN21360,CUST10801,1391933,Personal,14,34432.35,55,Active,2021-11-28 00:00:00.000
LOAN21073,CUST10775,228260,Asset,9,9068.48,28,Active,2025-05-30 00:00:00.000
LOAN21513,CUST10456,1707017,Asset,10,38817.58,55,Active,2021-09-14 00:00:00.000
LOAN21263,CUST10013,809644,Personal,15,21268.51,52,Active,2025-06-07 00:00:00.000
LOAN20888,CUST10948,2922405,Education,12,104410.04,33,Closed,2025-03-16 00:00:00.000
LOAN21637,CUST10753,2610804,Business,12,114533.04,26,Active,2024-02-02 00:00:00.000
LOAN20557,CUST10038,1752004,Education,12,55646.27,38,Active,2025-04-25 00:00:00.000
LOAN20991,CUST10480,561634,Education,15,21965.18,31,Active,2022-06-27 00:00:00.000
LOAN21523,CUST10020,912241,Asset,8,19016.3,58,Active,2021-10-15 00:00:00.000
LOAN21521,CUST10510,1710284,Asset,10,42656.81,49,Active,2023-04-15 00:00:00.000
LOAN21522,CUST10046,889600,Personal,15,24034.88,50,Active,2024-06-22 00:00:00.000
LOAN21207,CUST10438,2332993,Asset,10,64779.13,43,Closed,2022-07-22 00:00:00.000
LOAN21635,CUST10192,140991,Personal,15,5372.87,32,Active,2023-07-17 00:00:00.000
LOAN21908,CUST10914,2083016,Asset,9,58000.58,42,Closed,2021-09-30 00:00:00.000
LOAN20702,CUST10536,1160914,Asset,8,26926.66,51,Active,2023-07-17 00:00:00.000
LOAN21754,CUST10028,2265341,Asset,9,57370.5,47,Active,2023-10-12 00:00:00.000
LOAN20773,CUST10125,526008,Education,15,13817.69,52,Active,2022-10-07 00:00:00.000
LOAN21730,CUST10542,460459,Personal,15,13222.89,46,Active,2024-01-19 00:00:00.000
LOAN21107,CUST10345,1501318,Business,12,51050.34,35,Active,2023-01-16 00:00:00.000
LOAN20611,CUST10388,1060636,Asset,8,43054.72,27,Active,2024-03-25 00:00:00.000
LOAN21946,CUST10223,2114882,Personal,13,48700.56,59,Active,2022-02-10 00:00:00.000
LOAN20741,CUST10246,803512,Asset,8,28776.3,31,Active,2022-10-14 00:00:00.000
LOAN21888,CUST10741,1266481,Personal,12,44124.16,34,Active,2021-06-15 00:00:00.000
LOAN20701,CUST10007,825887,Education,14,20981.7,53,Active,2021-12-10 00:00:00.000
LOAN20330,CUST10486,60012,Personal,15,2080.34,36,Active,2022-05-02 00:00:00.000
LOAN20426,CUST10304,1061921,Business,15,30494.92,46,Active,2022-08-06 00:00:00.000
LOAN20311,CUST10499,1815455,Business,12,60299.08,36,Active,2023-05-08 00:00:00.000
LOAN21063,CUST10710,1830992,Business,15,64910.71,35,Active,2025-01-10 00:00:00.000
LOAN21034,CUST10356,429507,Education,12,11310.57,48,Active,2023-01-25 00:00:00.000
LOAN21464,CUST10450,2564008,Business,14,118835.99,25,Active,2022-02-15 00:00:00.000
LOAN20040,CUST10521,1453966,Personal,14,57720.07,30,Active,2024-12-04 00:00:00.000
LOAN21099,CUST10660,2086052,Business,13,84208.73,29,Closed,2021-09-25 00:00:00.000
LOAN20226,CUST10436,404865,Asset,10,12202.13,39,Closed,2024-07-03 00:00:00.000
LOAN21698,CUST10705,675339,Asset,9,22576.94,34,Active,2023-05-16 00:00:00.000
LOAN20961,CUST10068,821608,Asset,10,19841.13,51,Active,2022-02-08 00:00:00.000
LOAN20851,CUST10185,903023,Asset,8,31430.1,32,Active,2024-04-18 00:00:00.000
LOAN20440,CUST10270,1167943,Asset,8,29028.04,47,Active,2022-05-20 00:00:00.000
LOAN21017,CUST10524,2479916,Business,14,90973.3,33,Active,2024-05-20 00:00:00.000
LOAN21057,CUST10475,2290808,Personal,15,107261.28,25,Active,2022-03-02 00:00:00.000
LOAN21340,CUST10009,195365,Asset,9,6212.55,36,Closed,2024-01-14 00:00:00.000
LOAN21221,CUST10341,1467766,Asset,9,46674.57,36,Active,2025-05-01 00:00:00.000
LOAN20259,CUST10392,2872969,Asset,10,115466.86,28,Closed,2022-02-05 00:00:00.000
LOAN20613,CUST10066,987855,Asset,8,23698.65,49,Active,2024-01-15 00:00:00.000
LOAN20309,CUST10377,954131,Business,14,31900.11,37,Closed,2024-08-25 00:00:00.000
LOAN21477,CUST10028,2208322,Personal,14,87666.77,30,Active,2023-05-19 00:00:00.000
LOAN21529,CUST10614,2639632,Personal,13,67638.33,51,Active,2022-10-22 00:00:00.000
LOAN20962,CUST10446,699968,Personal,13,26703.88,31,Active,2024-11-23 00:00:00.000
LOAN20303,CUST10292,1535731,Asset,8,33445.56,55,Active,2021-08-10 00:00:00.000
LOAN20207,CUST10189,841813,Business,13,36127.44,27,Active,2025-02-05 00:00:00.000
LOAN21013,CUST10139,1778070,Asset,10,65321.69,31,Active,2025-04-30 00:00:00.000
LOAN20704,CUST10729,922174,Business,12,28085.36,40,Closed,2023-03-16 00:00:00.000
LOAN21026,CUST10024,1785921,Asset,8,41423.31,51,Active,2025-01-17 00:00:00.000
LOAN20424,CUST10498,1362572,Education,14,48778.39,34,Closed,2022-10-17 00:00:00.000
LOAN21478,CUST10130,1168517,Business,13,30860.09,49,Active,2023-10-07 00:00:00.000
LOAN21350,CUST10561,2566686,Business,13,66756.53,50,Active,2022-01-05 00:00:00.000
LOAN20021,CUST10237,1710280,Business,13,61918.77,33,Active,2024-07-25 00:00:00.000
LOAN20562,CUST10221,1901625,Personal,14,85214.77,26,Active,2023-04-20 00:00:00.000
LOAN21907,CUST10283,2950489,Business,14,120507.61,29,Active,2024-09-19 00:00:00.000
LOAN20265,CUST10714,1352547,Education,12,38855.12,43,Active,2023-11-09 00:00:00.000
LOAN20950,CUST10825,2215417,Asset,9,46606.34,59,Active,2025-03-04 00:00:00.000
LOAN20284,CUST10313,401365,Education,12,9522.94,55,Closed,2022-01-27 00:00:00.000
LOAN21222,CUST10838,2526921,Business,12,88037.85,34,Active,2023-04-02 00:00:00.000
LOAN20316,CUST10065,2148967,Personal,13,98585.66,25,Active,2021-09-23 00:00:00.000
LOAN21038,CUST10445,1848477,Business,12,47159.7,50,Active,2025-04-16 00:00:00.000
LOAN21866,CUST10778,2678540,Asset,10,61800.37,54,Active,2024-09-15 00:00:00.000
LOAN20172,CUST10107,2725065,Education,12,74197.39,46,Closed,2021-08-16 00:00:00.000
LOAN20877,CUST10047,1625798,Personal,14,68398.54,28,Active,2023-07-29 00:00:00.000
LOAN20553,CUST10791,2994088,Asset,8,78739.94,44,Active,2022-05-18 00:00:00.000
LOAN20957,CUST10160,1907537,Education,15,74602.66,31,Active,2022-05-14 00:00:00.000
LOAN20602,CUST10758,2046325,Asset,10,44047.17,59,Active,2021-10-06 00:00:00.000
LOAN20373,CUST10229,1834697,Asset,9,70630.76,29,Active,2024-06-15 00:00:00.000
LOAN20010,CUST10848,1355380,Asset,8,33088.79,48,Active,2022-12-07 00:00:00.000
LOAN21016,CUST10028,1815616,Education,14,64996.8,34,Active,2023-03-20 00:00:00.000
LOAN20871,CUST10596,2720145,Education,14,126072.59,25,Closed,2024-10-17 00:00:00.000
LOAN20973,CUST10360,540759,Asset,9,15369.87,41,Active,2021-06-01 00:00:00.000
LOAN21010,CUST10109,1888852,Personal,12,80173.32,27,Active,2021-11-20 00:00:00.000
LOAN21240,CUST10919,1719616,Asset,8,37450.26,55,Closed,2021-12-03 00:00:00.000
LOAN21954,CUST10507,1403996,Personal,15,35011.99,56,Active,2022-12-11 00:00:00.000
LOAN20237,CUST10469,659347,Education,15,19246.42,45,Active,2024-06-25 00:00:00.000
LOAN21715,CUST10955,2917333,Personal,12,80824.84,45,Active,2024-02-05 00:00:00.000
LOAN21697,CUST10432,1213867,Asset,10,50391.61,27,Active,2023-10-16 00:00:00.000
LOAN20101,CUST10419,1592210,Personal,12,35417.83,60,Active,2021-08-24 00:00:00.000
LOAN21024,CUST10636,64180,Asset,9,1332.27,60,Active,2022-03-03 00:00:00.000
LOAN21486,CUST10946,1618384,Business,13,36823.21,60,Active,2024-09-06 00:00:00.000
LOAN21124,CUST10951,1320791,Education,13,40067.94,41,Active,2024-07-13 00:00:00.000
LOAN20159,CUST10404,795112,Business,12,29956.43,31,Active,2025-01-29 00:00:00.000
LOAN21915,CUST10596,300903,Business,12,14164.55,24,Active,2022-03-20 00:00:00.000
LOAN20699,CUST10122,1413344,Asset,8,36457.79,45,Active,2025-01-08 00:00:00.000
LOAN21781,CUST10418,1850385,Education,12,71698.93,30,Active,2024-05-02 00:00:00.000
LOAN20522,CUST10404,2518729,Personal,13,82989.08,37,Active,2023-09-12 00:00:00.000
LOAN21142,CUST10002,1064653,Education,13,31103.86,43,Active,2021-09-17 00:00:00.000
LOAN20826,CUST10818,599044,Business,14,14447.43,57,Active,2024-10-13 00:00:00.000
LOAN21004,CUST10338,662460,Personal,15,19337.29,45,Active,2024-11-09 00:00:00.000
LOAN20565,CUST10555,260070,Asset,10,5672.84,58,Active,2024-01-23 00:00:00.000
LOAN21067,CUST10788,1285722,Education,15,38834.79,43,Active,2022-04-25 00:00:00.000
LOAN21629,CUST10654,2724092,Asset,10,74208.4,44,Active,2022-04-18 00:00:00.000
LOAN21609,CUST10615,2170607,Asset,10,82073.71,30,Active,2022-09-17 00:00:00.000
LOAN21532,CUST10962,1910442,Business,12,49508.61,49,Active,2022-02-28 00:00:00.000
LOAN21445,CUST10143,1760700,Asset,10,38405.73,58,Closed,2022-08-29 00:00:00.000
LOAN20763,CUST10348,1159074,Personal,13,55104.49,24,Active,2023-02-23 00:00:00.000
LOAN21668,CUST10907,1608982,Business,13,42492.61,49,Closed,2022-01-26 00:00:00.000
LOAN21624,CUST10967,1003142,Education,13,28283.66,45,Closed,2024-01-19 00:00:00.000
LOAN21274,CUST10482,1572079,Personal,15,73608.62,25,Active,2021-06-10 00:00:00.000
LOAN20643,CUST10103,2116983,Education,15,58917.22,48,Active,2022-12-22 00:00:00.000
LOAN21975,CUST10506,508327,Business,15,14597.5,46,Closed,2021-10-12 00:00:00.000
LOAN21131,CUST10988,713712,Personal,15,25896.23,34,Closed,2025-01-28 00:00:00.000
LOAN21883,CUST10368,1900357,Personal,12,59085.13,39,Active,2022-01-11 00:00:00.000
LOAN21950,CUST10009,735300,Asset,8,16514.34,53,Active,2025-03-06 00:00:00.000
LOAN20162,CUST10711,1718762,Education,13,60702.3,34,Active,2023-07-05 00:00:00.000
LOAN21285,CUST10120,616629,Personal,12,15493.92,51,Active,2023-08-15 00:00:00.000
LOAN21788,CUST10100,1881282,Asset,9,41265.51,56,Active,2024-09-19 00:00:00.000
LOAN20538,CUST10751,796547,Asset,8,20547.26,45,Active,2024-12-26 00:00:00.000
LOAN20570,CUST10469,476914,Business,12,11017.46,57,Active,2023-01-08 00:00:00.000
LOAN21723,CUST10936,1593782,Asset,9,63318.91,28,Closed,2021-09-17 00:00:00.000
LOAN21384,CUST10100,662100,Asset,10,23657.43,32,Closed,2023-08-01 00:00:00.000
LOAN21816,CUST10934,2281031,Education,13,55266.41,55,Active,2024-01-22 00:00:00.000
LOAN20820,CUST10156,141298,Business,15,6615.92,25,Active,2023-09-26 00:00:00.000
LOAN20482,CUST10369,2962595,Asset,8,120261.52,27,Closed,2024-05-12 00:00:00.000
LOAN21254,CUST10877,701644,Business,15,17080.14,58,Active,2021-06-12 00:00:00.000
LOAN20969,CUST10058,1477021,Business,14,35622.03,57,Active,2021-09-16 00:00:00.000
LOAN21567,CUST10477,657529,Asset,10,17912.09,44,Active,2021-06-18 00:00:00.000
LOAN21257,CUST10135,980717,Asset,8,41208.61,26,Active,2023-07-24 00:00:00.000
LOAN20472,CUST10852,2659000,Asset,9,72573.1,43,Active,2022-05-04 00:00:00.000
LOAN20534,CUST10449,1993233,Business,12,61972.79,39,Active,2024-12-08 00:00:00.000
LOAN21735,CUST10744,680517,Personal,15,28120.52,29,Active,2025-02-11 00:00:00.000
LOAN20938,CUST10468,2708653,Business,15,70198.88,53,Closed,2023-02-28 00:00:00.000
LOAN21112,CUST10251,829222,Education,13,21899.44,49,Active,2025-02-15 00:00:00.000
LOAN21744,CUST10935,915324,Personal,15,40152.31,27,Active,2021-08-19 00:00:00.000
LOAN21165,CUST10747,63456,Business,12,1671.04,48,Active,2023-12-28 00:00:00.000
LOAN21858,CUST10369,2441454,Education,15,114314.9,25,Active,2022-04-26 00:00:00.000
LOAN21991,CUST10556,2743182,Business,14,108899.83,30,Active,2023-12-06 00:00:00.000
LOAN21959,CUST10975,1493435,Asset,9,65735.78,25,Closed,2023-11-30 00:00:00.000
LOAN21234,CUST10093,1664364,Business,13,38799.36,58,Closed,2021-11-28 00:00:00.000
LOAN21342,CUST10978,812317,Business,12,38238.58,24,Active,2023-04-13 00:00:00.000
